sentence,label
Sun makes, 
PeopleSoft-Oracle ,t
Sooners Bumped Back By BCS The voters say Oklahoma is, 
The computers say otherwis,e
The Sooners check in at third in the initial editi,o
West Indies confident of final win England: West Indies batsman Ramnaresh Sarwan is confident the West Indies can end a long sequence of failures by winni,n
Asian Stocks Most,l
"Hawks Ink Free Agents Kenny Anderson, Jon Barry  ATLANTA (Sports Network) - The Atlanta Hawks signed free  agent guards Kenny Anders",o
Terms of  the contracts, 
Netfl,i
"On Thursday,", 
Ukraine's Opposition Sees Path to Victory (Reuters) Reuters - Ukraine's opposition presidential hopeful\Viktor Yushchenko said on Wednesday parliament's vote to root\out cheating in elections opene,d
The cost of safe commerce Its never too soon to w,o
And when it comes to RFID and its related technologie,s
"Between private sector and government mandates, both large and midtier companies can count on being required to have what some call edge",-
"Sprint, SBC Announce Wi-Fi Roaming Pact (AP) AP ",-
Iraq N-Sites Were Stripped Methodicall,y
Tennis Needs Instant Replay Bla,m
When you screw up as badly as Alves did, 
Bush says Kerry was 'more heroic' George W Bush says h,i
PalmOne Posts Profit on Revenue Jump (Reuters) Reute,r
Apple kit rated fi,v
Apple AppleStore buyers' ratings scheme limited t,o
"IT Jobs Dwindle in US, Offshore Hiring To Surge Challenger, Gray  amp; Christmas reports that the US information technology industry lost , jobs in the July through September quarter, which is an increase of  percent from the sam",e
"Johnson Controls Sees Revenue, Earns Up    CHICAGO (Reuters) - Auto par",t
N target=/stocks/quickinfo,/
"N&lt;/A&gt; said on Friday that it expects higher sales and  earnings in fiscal , dr",i
Sainz injured in pre-rally testing Two-time world champion Carlos Sainz was taken to hospital for observation after crashing his Citroen during practice for the Rally Austral,i
SiliconVall,e
The report says that the MSN store will be  #;qu,i
"UN seat yes, veto no While India and Russia signed a joint declaration signalling a push to their strategic partnership on Friday, Russian President Vladimir Putin fired a Brahmos on the issue of  #;veto #; for new UNSC members which India is", 
Strong inventories send crude oil prices lower the steepes,t
"Speculators,", 
"Truckers defy Kathmandu blockade More lorry drivers are defying the indefinite Maoist blockade of Nepal #;s capital, Kathmandu, which ",i
FDA OKs Some Heart Failure Therapies Cardiovascular device maker Guidant C,o
"N: Quote, ",p
"SH/Renepo-A 'Opener' malware targets Mac OS X (MacCentral) MacCentral - As first reported by Macintouch last week, there's a new form of malware that specifi",c
Already dub,b
Isaac Newton in the Kitchen The revision of Har,o
British death toll in tsunami disaster rises to  (AFP) AFP - At least  Br,i
"Music Industry Sues  European Net Song-Swappers (Reuters) Reuters - The piracy-battered music industry said\Thursday it will sue British, French and Austrian music fans\",f
"For Intel, the future has two cores Chipmaker ",t
"Gunmen Seize Two Americans, Briton in Baghdad  BAGHDAD (Reuters) - Gunmen snatched two America",n
Report: Former captain might keep playing Former C,a
Jets: Clearly,","
Ohio State's Sullinger Disciplin,e
"Sullinger has been disciplined for being charged with drunken driving but there are no plans to suspend him, Ohio State coach Thad Matta s",a
"Powerful Typhoon Poised to Strike Southern Japan (Reuters) Reuters - A powerful typhoon loomed off\southwestern Japan Sunday, threate",n
Construction Spending D,o
Sharon rejects Hamas ceasefire offer Jer,u
Kuznetsova beats Sharapova in all-Russian semifinal Wimbledon champion Maria Sharapova suffered a major defeat by newly US Open winner Svetlana Kuznetsova in the  quot;,r
"Oracle may cut PeopleSoft bid Oracle may lower its tender offer for PeopleSoft by as much as a third, a top company executive sa",i
"Moore ousts Overton in US Amateur Moore, a senior at UNLV who has already won the NCAA Division I, US Amateur Public Links and Western Amateur titles, wil",l
"Chicken nuggets could save world A bird known by her wing band number, , is about to cause a huge flap in genetics, one which could chang",e
Microsof,t
Sendo: It's over The companies settle a lawsuit in which ,t
Web Desktop Moves Raise Security Al,e
Smith Upbeat About Playing Sunday (AP) AP - Fifteen years in the NFL have taught Emmitt Smith more than just ,h
He's also become an example of ho,w
"UPDATE:Qantas, Air NZ Eye New Alliance After Tribunal OK WELLINGTON (Dow Jones)--The Australian Competition Tribunal Tuesday approved plans for a proposed alliance between Air N",e
Brokers #; Gifts Investigated Securities regulators are opening up yet another front in their long-running investigation o,f
Mauresmo through to Advanta final Amelie Mauresm,o
Qwest to Settle with SEC for \$ Million  WASHINGTON (Reuters) ,-
N target=/stocks/quickinfo/fullqu,o
"N&lt;/A&gt; has agreed to pay \$ million to settle financial  and disclosure fraud charges, a source familiar with the ",m
"Belarus Leader Wins Vote to Extend Mandate -Official Belarussian President Alexander Lukashenko secured approval in a referendum to run for a third term in office, the top election officia",l
MechAssault : Where everything is destructible Gamers already eager to tear down their enemies with heavy weaponry have now become even more de,s
Microsoft Game Studios has announced that MechAssault : ,l
Officer is suspend,e
Kodak eyes faster digital growth Kodak enjoys a rise in profits thanks to strong sales of digital cameras but its traditional film business continues ,t
Neither a  #;dream #; nor a  #;team #; This is my dream for future so-called A,m
"Not only that, they sit in co",a
"UPS to Hire , Wor",k
Davis takes six-,s
Google #;s Fi,r
"Still, long-term grow",t
"With Google #;s shares climbing , to \$ since its August initial public offering",","
EU chief seen as keen to push Oracle merger through BRUSSELS -- The European Commission has ,c
Sooners and Utes Move Up in Bowl Cham,p
Insurers Assess Frances #; Damage Toll Insurers are having their costlies,t
Darfur summit opposes  #;foreign intervention #; Tripoli - An African summit meeting wound up here overnight with a joint statement rejecting any  quot;foreign intervention quot; in the crisis-torn Sudanese region of Darfur and voicing strong support for the Sudanese government which is th,r
NASA ,a
Coca-Cola H net to miss estimates Coca-Co,l
Its shares are traded at the lo,w
F: Storm disrupts Japan GP  Satur,d
Museum Addition Brings More Things to Try (AP) AP - Kids arm-wrestle all the time,","
"French Hostages in Iraq Are Out of Danger, #; Islamic Group Says Two French reporters held hostage in Iraq for the past two weeks are out of danger #; #; and may be freed soon, an Islamic group in F",r
Paul Hamm Waits Ou,t
Paul Hamm sat around and waited to s,t
"A week's worth of controversy in gymnastics boiled over into the stands Monday during a bizarre, extraordina",r
"Hamm was able to block out the noise and win a silver medal on high bar, and four-time Olympic g",o
Indonesia vote count nears end Megawati Sukarnoputri has declined to concede defeat in Indon,e
French Troops Killed in Airstrike In Ivory Coast French troops clashed with soldiers and angry mobs Saturday after government warplanes killed at least nine, 
Stocks Feel Impact of Oil Concerns  NEW Y,o
"A Whole New Line Pakistani editors invited to break the Ramadan fast last week with President Pervez Musharraf were treated to palm dates, curried pastries - and a radical new approach to Pak",i
US stocks: Wall St outlook: bull market with legs? NEW YORK - Stock investors this week should get more clues on whether the b,u
OPEC Hawks Want to Kee,p
Ease producti,o
"For weeks ahead of this week #;s OPEC meeting, hawks in the organization have been talking tough abou",t
Star concert honours Nobel winner Tom Cruise and Oprah Winfrey host a concert, 
Wal-Mart Workers in British Columbia Want to Unionize (Update) Wal-Mart S,t
Winnin,g
Tiger pays for faili,n
"He #;s off to the Far East now, fo",r
Then it #;s back to the US for a sk,i
PalmOne in partnership with Microsoft Is this a joke or is it a ,m
It #;s for re,a
"PalmOne, the handheld manufacturers as opposed to PalmSource, the operating", 
Basketb,a
Women Win After a Tough Test  ATHENS (Reuters) - The unbea,t
Kroger Quarterly Profit Slips  NEW YORK, 
N tar,g
"N&lt;/A&gt;, the largest", 
"Locusts cover Eilat A new swarm of locusts reached Eilat this morning, covering", 
Some locusts entered peopl,e
Microsoft ,#
NET Microsoft this week, 
The company says the tool will help software develope,r
"Retail Sales Increase, Autos Lose Luster Consumers lost a little of their enthusiasm for auto purchases last month but spent like mad in a number of o",t
Will Bad News Be Bad for Bush in Election,?
Van Nistelrooy pl,e
A-B sn,a
"The football bounced high, hopping up and settling into the wai",t
Dell Cuts P,r
Corporate Pr,o
O qtype=sym infotype,=
O&lt;/A&gt; on Monday said  ,i
"NASA's Longest-Serving Astronaut to Retire (AP) AP - The longest serving astronaut in history, who flew twice to the moon and commanded the first space shuttle mission, has announced his retirement after  years", 
"Ward #;s two HRs power Pirates At the tail end of August, with  games remaining, the approach Pirates manager Lloyd McClendon is preaching i",s
Antispam screensaver downs two sites in China Lycos Europe #;s  quot;Make love not spam quot; c,a
Briefly: PMC-Sierra lowers foreca,s
BMC looks, 
Data center firms settle co,o
Spanish MP site owner to p,a
"Chills, Fright But Nothing Paranormal at UK Seance (Reuters) Reuters - Suddenly the darkened room seemed\intensely cold, some people felt a sense o",f
Union ratifies new BF Goodrich contract PITTSBURGH The United Steelworkers of America say about -hundred workers at BF Goodrich plants in Indiana and Alabama have, 
"Microsoft puts familiar face on cell phones With all the grumbling over Windows and its many shortcomings, why would", 
Maldives regrets EU block on aid The Maldives expresses regret over a  European parliament resolution to block a ,\
"No easy answers It was the final Saturday morning in August in this North Shore town, the kind of day made for yard sales or packing off to the beach with t",h
But as the, 
"Richard Church, hundreds had come to say goodbye to Tim Harbert, a husband",","
"Between Old Allies, A Sweeping ",d
But their lives ,h
"Martin Jol, , takes over from ",t
Name of Washington Team to Be Dec,i
The debate over the, 
Oracle #;s I,m
Video game, 
By Matt, 
A month before the video game #;s scheduled rel,e
Russia to accomplish majo,r
Nov  (Interfax) - President Vladimir Putin said on Wednesday that Russia will accomplish achievements in the nuclear sector which no other nuclear p,o
China's boom comes off the boil Chinese industrial output slows in Octob,e
Comeback establi,s
"Intel joins McCaw #;s new tech venture On the day Craig McCaw #;s old company, AT amp;T Wireless, came one step closer to being absorbed by Cingular Wireless, the cellphone pioneer announced t",h
"Make our case Last week, Attorney-General Menahem Mazuz submitted a reportedly dire study to the government on the ramifications of the International Co",u
"Millions to travel for turkey South of Canyonville, you could be delayed up to ",a
"Other than that, you ",s
Foreclosur,e
SEC Delays Google Stock Offering Google I,n
"Singh #;s record breaking season continues Vijay Singhs sensational, record-breaking year continued at the weekend when he won the", 
Tech industry split in its pol,i
Treasuries Fall as Oil Retreats (R,e
Treasury debt prices fell on\Monday as investors focused on a pullback in oil prices from\reco,r
Wal-Mart P,r
"N: Quote, Profile, Research) , the world #;s biggest retailer, posted a  percent rise in qua",r
Standardize airport security standards Th,e
"Oil Eases After Holiday, W",a
Petrova upends, 
Miss World beauties defend relevance of contest (AFP) AFP - Miss World contestants united in defending the pageant's rel,e
"PBS: The Video Game Revolution Documentary filmmaker and host Greg Palmer takes your questions about the PBS documentary, ""The Video Gam",e
AOL Paddles Into Crowded Travel Pool America Online dipped its toe, 
AOL didn #;t disclose d,e
"Former Knight Assistant Accepts  #;, (AP) AP - Indiana University agreed to pay  #;, to former basketball as",s
Linde merger with UK #;s BOC Gro,u
MW) --, 
Costello to steer Group of  TREASURE,r
Alitalia deal still on the brink Alitalia's talks with unions look set to continue into the weeke,n
"Ryder Cup format Over three days, -man teams from the US and Europe will play a tot",a
Each match win is worth one point; tied matc,h
Space station crew to search for AIDS vaccine ,t
"Flight attendants rally at White House Airline employees, rallying outside the", 
Five killed and three missing as Gaza smugglers #; tunnel collapses A tunnel being dug so that Palestinians could smuggle material from Egypt into Gaza collapsed yesterday le,a
MBIA Gets Subpoenas fro,m
Securities  and E,x
Microsoft asks judge to suspend penalti,e
"Now Cellphones Can Get Nasty Virus, Too If you #;re a Nokia smart phone use",r
The first malicious vi,r
Five dead in Aceh as rebels battle govt troops : Government troops and separatist reb,e
Two soldiers and thr,e
GLAZER POISED FOR UNITED BID? US sports tycoon Malcolm Glazer has hired JP Morgan Chase  am,p
EU Wants Turkey To Explain Withdrawal of Bill European Union Enlargement Commissioner Guenter Verheugen on Saturday called on Turkey to clarify its decision to withdraw a key bill reforming ,i
Social Secu,r
Percent Boost Social Security benef,i
But higher Medicare premiu,m
"Controversial Overtime Rules Take Effect The hundreds of pages of new rules redefine the criteria for which administrative, professional and managerial workers qualif",y
Blockbuster Eliminates Late Fees As of January ,f
"Movie and game rentals will still have due dates, b",u
World Airways soars on raised forecast PEA,c
Taser Hits Back at Amnesty Internati,o
O target=/stocks/quick,i
O&lt;/A&gt; on Tuesday accused human righ,t
Corporate pp network?, 
Bell: McDonald #;s Denies Report Re Succession Plan Who #;s next on first? McDonald #;s (n,y
Earth #;s biggest r,e
Heading west  games up  It might have been the last Fenway Park game of the magical  s,e
"And if it was, there'll be a parade in Boston sometime bef",o
SEC wants to strengthen governance at exchanges The stock exchanges in the United States would be forced to tighten their governance and move toward separating their self-policing function from ,t
Helicopter Stunt Pilots to Snag Stardust for NASA NASA has recruited two Hollywood helicopter stunt pilots for an especially tricky maneuver -- snagging a cap,s
"The QBs Give It Away Quarterbacks Mark Brunell and Patrick Ramsey waste another day of good defense and, worse ye",t
People and Politics / How to win the Jewish vote When Yitzhak Rabin coined the phrase  quot;political settlements quot; (the opposite of  quot;,s
German Court Nixes Lawsuit ,a
WPP Says It Wil,l
Billion for Grey Global (Update) WPP Gr,o
Sun Micro Revises Net Down -Filing Network computer maker Sun M,i
"Norway Searches for Treasured Masterpieces OSLO, Norway - Police launched a nationwide investigation Monday for armed robbers who barged ",i
The paintings were stolen from Oslo's Munch Museum on Sunday ,b
"JD Power Reportedly Exploring Sale WESTLAKE VILLAGE -- JD Power  amp; Associates, the research firm best known for its surveys of cars and other consumer products, has hired a firm to explore options that could include selling the pri",v
French Court Confirms Diana Paparazzi Acquittal Three photographers who took pictures of Britain #;s Princess Diana and her friend Dodi al Fayed on the night of their fatal  car crash did not break Frenc,h
"It pays to switch with Microsoft Microsoft will offer up to \$ per server (up to a maximum of \$,) to companies who agree to switch fro",m
Intelsat buy-out to be reviewed The proposed \$bn buy-out of Intelsat will be renego,t
Software Tutors Offer Help and ,c
Wells Fargo Posts Higher Q P,r
Dell Adds VGA Screen To New Axim Pocket PC #;s Dell unveiled three new Axim handheld computers that combine the latest PDA technology in a dual-slot d,e
As part of the redesign of their Pocke,t
Sox Ace 'Very Sore' Boston's Curt Schilling declines to speculate ,a
US troops push deeper into Fallujah Fierce fire fights have erupte,d
"In areas of Fallujah now under US and Iraqi Army control,", 
Gateway PC Delivers New Motherboard Standard BTX technology cools down the company's new GR deskto,p
Injury report; stars o,f
Green had returned in the second quarter after leaving earlier with the rib ,p
Internet lets teen bullies inflict suffering from afar The fight, 
Technology Over Ideology FCC chairman Michael Powell has confounded li,b
He's an official that ,d
By Lawrence Lessig from Wi,r
"Dollar dips against euro as G offers no reprieve NEW YORK, NOVEMBER : The dollar slipped against the euro on Monday in thin trading after a weekend meeting of the Group of  finance ministers and central ban",k
"Health of Arafat said to deteriorate The health of Palestinian leader Yasser Arafat deteriorated yesterday, and Palestinian doctors were rushed to his Rama",l
Upstaging Before the Show The Republican convention's calculated claims to patriotism met elaborately pla,n
KPMG hit ,w
"Monday #;s Canadian briefs The lack of standby rescue helicopters at CFB Moose Jaw was not a factor in the fate of two Snowbird pilots after their planes crashed on Friday, says Defen",s
Citysearch Launches Pay Per Call Search Advertising Program C,i
The new product allo,w
Merchants, 
Cole Ban Adds to Fulham Woes Fulhams season was plunged into further crisis today when the Football Association found Andrew Cole guilty of two charges of bringing the game into disrepute and doubled hi,s
"HP, Sun Lead in World",w
Sun Microsystems announced that its Network Storage division took the leading position in UNIX disk stor,a
Business Briefs A Washington-based research company will move part of its op,e
Clubs hit back over match fixing claims The two clubs at the centre of a UEFA investigation into an alleged match fixing scam angrily de,n
European football #;s governing, 
Dolla,r
"Data  NEW YORK (Reuters) - The dollar gained tentatively on  Monday, recovering from last week's record low against the euro  and a -/-year trough against the yen as traders turned ",t
Sony takes on iPod Mini Sony has launched two flash memory digital music player,s
The Walkman NW-E and, 
IBM sets up hands-on user test centre IB,m
DECOURCY: Rededicated Huggins back at Cincy CINCINNATI - His workday began ,f
"Bob Huggins made a couple of recruiting calls, one to a point guard who interests the Cincinn",a
Jobless Claims ,u
Firms Win Contracts for Missile Work BAE Systems PL,c
"Paris confident it can win bid for  Summer Olympics Paris is confident of maintaining its status as the odds-on favourite to host the  Olympic Games, citing widespread political backing, strong financial support, affordable tickets and  per cent of venues within  minutes re",a
"Syria Begins Pulling Troops From Lebanon (AP) AP - Syria, under growing international pressure to end its longtime military presence in Lebanon, began pulling back mor",e
Ravens #; Ogden likely to be sidelined Sunday ,a
Hewitt clash cut short HEAVY rain has delayed the start of the ATP Masters Cup final in, 
"Flight Attendants Reject US Air Proposal  NEW YORK (Reuters) - Flight attendants at US Airways  &lt;A HREF=""http",:
O target=/stocks/qui,c
O&lt;/A&gt; on Sunday said they had rejected a new proposal by the  airline on cuts in wages and benefits which they ,s
"Pride, Prizes Aplenty as Tennis", 
Al-Qaida spending little on terror attacks: Report The Al-Qaida terror, 
"Q amp;A: Cybertrust CEO describes new security company #;s plans SEPTEMBER ,  (COMPUTERWORLD) - Betrus",t
Bayern Turns Up Heat with Win in Bremen It wasn #;t pretty but Ba,y
"Nikkei Weighed Down by Oil, Economy  TOKYO (Reuters) - Tokyo's Nikkei", 
Begins Criminal Probe on Riggs-Paper ,(
Justice Department has\begun a criminal investigation into, 
"Halliburton may sell troubled KBR Halliburton said it will restructure and may even sell its Kellogg, Brown and", 
"Colorado Prisoner Gets Access to Sensitive Data  DENVER (Reuters) - A Colorado prisoner obtained sensitive  information on a county sheriff and nearly , other  local-government employees after he got a password into the  county's computer system, authorities said o",n
Compensation for plane crash victims underway Chinese insurance companies are chec,k
Beslan rogue's gallery published A Russian newspaper shows photos of  corpses i,t
Private Rocket Unofficially Reaches Space M,o
Mystery of ,t
"Tariq Ramadan, a Swiss theologian", 
Baghdad slum alive with bombs BAGHDAD - Iraqi Shiite militiamen were planting b,o
Both sides talking lawsuits in Oakland chair incident The woman whose nose was broken when Texas Rangers reliever Frank Francisco threw a chair into the stands Monday night said yesterday she plams to seek compensation for her injuries once prosecutors a,n
"Jennifer Bueno , , with a large white bandage covering her nose, and her husband,", 
Harris starts to blossom Dion Harris is playing with more confidenc,e
"Harris, a sophomore g",u
O #;Neal The Indianapolis Star reported Friday that the Pacers, 
Garcia Remon receives Per,e
TSMC files another patent suit against S,m
"Investors Sell Retailers, Stocks Fall  NEW YORK (Reuters) - Stocks fell on Tuesday, led by  declines in retail shares and news of a larger-than-expected  rise in ",u
WSU Notes and Quotes F,r
US economic growth brake,s
EBay Buying Rental Web Site for  #;M (AP) AP - In a diversific,a
Gold Fields calls for halt to Ha,r
Bell set for Test debut Ian Bell is almost certain to make his England Test debut, 
RealNetworks Ends Cheap Song, 
Alitalia reaches deal with unions to split firm Italy #;s loss-making Alitalia has reached a deal with its unions to split t,h
"Kazakhstan Coal Mine Blast Kills   ALMATY (Reuters) - A powerful blast ripped through a coal  mine in Kazakhstan on Sunday, killing  people, a spokesman  for th",e
Cisco-Fujitsu Deal Highlights Japan #;s Internet Dominance, 
Iran Plans to Resume Nuclear Enrichment  VIENNA (Reuters) - Iran said Mon,d
Ottawa rejects premiers' demand ,f
Then the prime mi,n
Sun Lau,n
"Scientists to study termites for building tips Sub-Saharan bug builds huge,", 
Research involves energy ,e
"China shuts internet cafes CHINA has closed , internet cafes an",d
"Celts face huge task Celtics fifth match in this seasons Champions League group stages sees the Hoops facing one of the favourites for the competition, Barcelona at the N",o
First Milosevic ,t
SUVs gaining popularity The Census Bureau has confirmed what any driver on the Par,k
Intel Cuts Prices in Preparation for New Product Line Intel is moving to reduce its chip inv,e
"Briefly: OSDL hires lawyer, opens China office roundup Plus: Oracle gives ",p
Cisco rep,o
Toshiba tin,k
Football: Nine-man Arsenal draw Lauren and Patrick Vieira are sent off as Arsenal draw ag,a
Latest Mozilla releases fix  security flaws At least three critical ,v
A Fool Loo,k
Cereals bo,w
Online storefronts schooled their offlin,e
"In sum, it was another week of ",t
Worries Over Election Ter,r
"Oil, Economic Growth Worry Investors  LONDON", 
Martinez #;s  homers not enough As hot as Ichiro has been - and he sizzled to a -game hit,t
Stiff Back Worries Woods on Eve of American Express Championship Tige,r
Is Real a Real Hypocrite? Real's recent marketing campaign purporting to promote choice in digital musi,c
"Instead, the blitz provokes nasty comments from App",l
By Katie D,e
"The Season's Seesaw of Sales Shoppers expecting big, across-the-board price cuts in the run-up to Chri",s
Intel Cancels Plan to Enter Digital TV Chip Marke,t
"Golden mask sensational #; SHIPKA, BulgariaA Bulgarian archaeologist has unearthed a ,-year-old golden mask in the tomb of an ancient ",t
Collins Hills Winfield signs with USC-Upstate Collins Hill senior Michael Winf,i
Stern and Letterman Get Sirius Stern has a date with ,l
"Shirking the blame? IT had been a long time coming, but Tony Blair has finally con",c
Sears closes on Kmart store,s
New \$ Bill Begins Circulating Coming to cash regist,e
"Next up for a makeover, the government said Tu",e
New EU finance chief slams call for budget cut (AFP) AFP - The EU's new budget chief criticised calls by the bloc's riche,s
Seattle Starting LB Out for Season ,(
Linear #;s Found,i
Oil Rebounds on Winter S,u
"Analysts: Malaysian PM, Society Benefit Fr",o
James Hardie assure,s
Panasonic DVD Re,c
Vivendi and its former boss fined Vivendi Uni,v
Key Alaska Senate Initiative Placed on Ballot (Reuters) Reuters - Alaska's Supreme C,o
Frank\Murkowski named his daughter Lisa to the, 
Indonesian Embassy Bomb, 
The motive was, 
Musharraf calls meeting with Manmohan a success NEW YORK: President Pervez Musharraf has called his meeting with Prime Minister Manmohan Singh h,i
Palestinian militants fire two rockets on sou,t
"Violence Tackled at Online Gaming Parlors Six days a week, teens crowd the Blue Screen Gaming cybercafe to hunt each other down with assault ",r
In thes,e
"But real-life violence has flared around some of these businesses, prompting municipal crac",k
Dettori back on top of the pile Though the fall suffered by Kieren Fallon in a nondescript race at Leices,t
"Oil prices approach \$ amid Nigeria unrest fears Oil futures prices advanced to another record high yesterday as a strike began in Africa's largest exporter of crude, exacerbating global supply concerns at a time of strong demand", 
WHERE THEY STAND ON The Mideast Second in a series leading up t,o
The grinding conflict between Israel and the Palestinians is the foreign poli,c
"US Airways, pilot",s
"Lidge puts Astros games in fridge For a guy who spent most of his first four professional seasons on the disabled list, Houston Ast",r
Timing an issue in Tel Aviv hit Ilan Moscovsky was heading out of his apartment to buy vegetables in Tel Aviv #;s Carmel Market Monday at the moment a -year-old Palestinian suicide bomber ,d
Translation D,e
Police (AP) AP - Burn,s
UConn assistant coach placed on admi,n
Radcliffe ready to tackle Big Apple Paula Radcliffe believes she is ready in e,v
Radcliffe insisted she is in top shape af,t
"Meteorites Supplied Earth Life with Phosphorus University of Arizona -- University of Arizona scientists have discovered that meteorites, par",t
Their research shows that meteorites easily could have provided more phosphorus than naturally occurs o,n
Back-To-School Now Includes Electronics (AP) AP - For back-to,-
With camera, 
Google Profit Rises as Sales Double  SAN FRANCISCO (Reuters) - Web search lead,e
O target=/s,t
"O&lt;/A&gt;, in its first earnings report as a publicly held  company, on Thursday posted quarterly net income and revenue  that more than doub",l
"Judge in Bryant Case Loosens Gag Order (AP) AP - The judge in the Kobe Bryant sexual assault case has loosened a sweeping gag order after objections from prosecutors, news o",r
"Vote Audit Confirms Chavez Recall Win Fair-Official  CARACAS, Venezuela (Reuters) - An audit done by  international observers has confirmed that President Hugo  Chavez beat a recall referendum and that ",t
Chip sales ,h
"The Home PC, Perfected Three ",t
"With its brand new Windows XP Media Center Edition  operating system, Microsoft may have unleashed the pe",r
PeopleSoft, 
IBM unpacks new storage gear NEW YORK--IBM has introduced two new storage produc,t
Befor,e
Transcript of Andy Geiger #;s ,s
"Greetings, eve",r
Obviously many of you have seen and probably have, 
Mayfield in Cha,s
"By BRANT JAMES, Times Staff Wr",i
WINDIES PERFORMANCE GIVES LARA HOPE B,r
Lara is not about to get carried away with yesterday #;s predictabl,e
US Airways Flight Attendants Authorize St,r
"Europe Bloc Says Turks Can Apply; Long Road Seen The European Union said Friday that Turkey could join its ranks as soon as  years from now, but warned that it must overcome widespread public opposition to a Muslim country #;s enterin",g
AMD #;s German Plant Inflicts Wounds on Rival Intel A sprawling computer chip factory near the war-scarred German city of Dresden is forcing a shift ,i
"Clemens to Miss Start With Virus Roger Clemens was scratched from Houston's critical regular-season finale against the Colorado Rockies on Sunday after coming down with a stomach virus, missing a chance to help the Astros clinch the NL's wild-card s",p
"TCU, Louisville Try to ",l
The Horned Frogs won their first  games last s,e
A loss at Southern Miss ended TCU's bid of becoming th,e
That also cost the Frogs the Conference USA title and se,n
"Sprint, SBC in Wi-Fi Deal (NewsFactor) New",s
Families of Bali Bombing Victims Mark Second Anniversary Families of, 
"Modalities for hiking foreign stake in banking sector soon UNI, New Delhi, Dec : The Finance Minister, Mr P Chidambaram, today announced ",f
"Soccer: Legend made cockerel crow Bill Nicholson, who died on Saturday at the age of  after a long illness, was a legend for what he achieved as manager of Tottenham Hotspur, taking on a struggling team a",n
"Questions Remain for the Jets ith half the preseason over and the annual ritual of facing the Giants looming, the Jets", 
Test could spot Alzheimer's early A  test capable of diagnosing the early signs of Alzheimer's disease has been developed in the US usi,n
Yahoo to Begin Test,i
Your PC may b,e
Call to expand UN council gai,n
"Australian Open Exec Says Clijsters Out (AP) AP - Kim Clijsters' left wrist injury will keep her out of the Australian Open, tou",r
"Human Species Born To Run, Scientists Say The evolution of a physique", 
The crucial role of running in hum,a
Iraq Rebels Hi,t
"Bombs Falluja  FALLUJA, Iraq (R",e
"Bomb Blasts Hit Kathmandu, as Rebel Blockade Continues The Nepalese capital, Kathmandu, has been hit by bomb blasts on the third ",d
Nepalese business leaders are calling for a cease-fire between the government, 
"Net domain costs on the rise? com December , , : AM ",p
"Internet users may soon be required to pay an additional annual fee for each domain name they own, thanks to a virtually unnoticed requirement that will begin to take eff",e
Revamped EMusic Targets Indie Market (AP) AP - Nearly a year since it was, 
Enron barge jury not finished yet HOUSTON - Jurors still have work to do, 
Korea Vows Will Never Dismantle Nuclear Arms  SEOUL (Reuters) - North Korea will neve,r
Perrigo says deal vaults it into ,w
Markets Cap Winning Week With M,o
Going Private: The Promise and Danger, 
Update : Best Buy #;s Q E,a
Almost done: Johns,o
"Firefox #;s Times ad late as  million downloads near As the Firefox browser prepares to pass its  million download mark, the New York Times ad that was supposed to follow its launch has yet", 
Turn yourself into a diamond: tip,s
China's economic boom slows down China's economic growth slows for a third straigh,t
Colts outscore Packers in home opener on strength of Manning #;s arm INDIANAPOLIS -- All of the talk leading up to this week #;s matchup between the Indianapolis Colts and the Green Bay Packers focused on the quarterbacks and the sh,o
Bourdais eyes Champ title The result was that Seba,s
Besieging holy sites: past lessons The standoff at one of, 
"Pension agency chief fears insolvency The longer-term solvency of the US fund that insures traditional pensions is at risk, the director of the Pension Ben",e
Ten more partners join exodus at Hub la,w
Urges Temporary Botto,m
"General Assembly urged nations Wednesday to consider temporary bans on high seas bottom trawling, disapp",o
"Bush Rejects Bin Laden Tape, Hits Ker",r
"Majerus Takes USC Job, With Docs' OK (AP) AP - Rick Majeru",s
"Given the OK to return to the high-stress, late-night, eat-on-the",-
Italy voices outrag,e
Japan Court Ex-Chess Champ Fischer Can Be Deported (Reuters) Reuters - A Tokyo court on Friday rejected a\request by former world chess champion Bobby Fischer to have\Japanese a,u
AIG Sa,y
UAL Co,r
"Nintendo to Bring Music, Video to DS Game Machine &lt;p&gt;\&lt;/p&gt;&lt;p&gt; TOKYO (Re",u
Australia to buy long range missiles for air force The Australian government announced on Thursday a project worth ,-
McLEISH GOING FOR GLORY Rangers manager Alex McLeish insists the prestige of taking on European football, 
JDS Uniphase Posts Deeper Q Loss JDS Unipha,s
Names in the Game MIAMI - Dan Marino suspects the Miami Dolphins need to consider an overhaul if they are ,t
Henin-Hardenne Shakes ,o
S Open (AP) ,a
"And yet, there were momen",t
"Open when Justine Henin-Hardenne was in trouble, challenged by a teenager who had never played in", 
Enter your e-mail: Sometime,s
The page #;s, 
"Disney Direct? Plus, Kellogg's healthy but plain, BellSouth's Cingular pursuit, and Wild", 
Packers Win Season Opener It was a battle between the some of the league #;,s
Packers have pieced tog,e
"Bizarre finish to men #;s marathon overshadows American #;s silver If legend is to be believed, ",t
"EU commission overshadowed by dispute on commissioner #;s conviction As the new European Commission (EC) started to take up office on Monday, it was still overshadowed by quarrel",s
